route_no,departure_time,source,destination
VZ137,11:00,Pedagantyada,Kancharapalem
VZ137,12:00,Pedagantyada,Kancharapalem
VZ137,13:00,Pedagantyada,Kancharapalem
VZ137,14:00,Pedagantyada,Kancharapalem
VZ137,15:00,Pedagantyada,Kancharapalem
VZ137,16:00,Pedagantyada,Kancharapalem
VZ137,17:00,Pedagantyada,Kancharapalem
VZ137,18:00,Pedagantyada,Kancharapalem
VZ137,19:00,Pedagantyada,Kancharapalem
VZ137,20:00,Pedagantyada,Kancharapalem
VZ137,21:00,Pedagantyada,Kancharapalem
VZ137,22:00,Pedagantyada,Kancharapalem
VZ138,05:00,Airport,Seethammadhara
VZ138,06:00,Airport,Seethammadhara
VZ138,07:00,Airport,Seethammadhara
VZ138,08:00,Airport,Seethammadhara
VZ138,09:00,Airport,Seethammadhara
VZ138,10:00,Airport,Seethammadhara
VZ138,11:00,Airport,Seethammadhara
VZ138,12:00,Airport,Seethammadhara
VZ138,13:00,Airport,Seethammadhara
VZ138,14:00,Airport,Seethammadhara
VZ138,15:00,Airport,Seethammadhara
VZ138,16:00,Airport,Seethammadhara
VZ138,17:00,Airport,Seethammadhara
VZ138,18:00,Airport,Seethammadhara
VZ138,19:00,Airport,Seethammadhara
VZ138,20:00,Airport,Seethammadhara
VZ138,21:00,Airport,Seethammadhara
VZ138,22:00,Airport,Seethammadhara
VZ139,05:00,Sagar Nagar,Steel Plant
VZ139,06:00,Sagar Nagar,Steel Plant
VZ139,07:00,Sagar Nagar,Steel Plant
VZ139,08:00,Sagar Nagar,Steel Plant
VZ139,09:00,Sagar Nagar,Steel Plant
VZ139,10:00,Sagar Nagar,Steel Plant
VZ139,11:00,Sagar Nagar,Steel Plant
VZ139,12:00,Sagar Nagar,Steel Plant
VZ139,13:00,Sagar Nagar,Steel Plant
VZ139,14:00,Sagar Nagar,Steel Plant
VZ139,15:00,Sagar Nagar,Steel Plant
VZ139,16:00,Sagar Nagar,Steel Plant
VZ139,17:00,Sagar Nagar,Steel Plant
VZ139,18:00,Sagar Nagar,Steel Plant
VZ139,19:00,Sagar Nagar,Steel Plant
VZ139,20:00,Sagar Nagar,Steel Plant
VZ139,21:00,Sagar Nagar,Steel Plant
VZ139,22:00,Sagar Nagar,Steel Plant
VZ140,05:00,Endada,Anakapalle
VZ140,06:00,Endada,Anakapalle
VZ140,07:00,Endada,Anakapalle
VZ140,08:00,Endada,Anakapalle
VZ140,09:00,Endada,Anakapalle
VZ140,10:00,Endada,Anakapalle
VZ140,11:00,Endada,Anakapalle
VZ140,12:00,Endada,Anakapalle
VZ140,13:00,Endada,Anakapalle
VZ140,14:00,Endada,Anakapalle
VZ140,15:00,Endada,Anakapalle
VZ140,16:00,Endada,Anakapalle
VZ140,17:00,Endada,Anakapalle
VZ140,18:00,Endada,Anakapalle
VZ140,19:00,Endada,Anakapalle
VZ140,20:00,Endada,Anakapalle
VZ140,21:00,Endada,Anakapalle
VZ140,22:00,Endada,Anakapalle
VZ141,05:00,Marikavalasa,Duvvada
VZ141,06:00,Marikavalasa,Duvvada
VZ141,07:00,Marikavalasa,Duvvada
VZ141,08:00,Marikavalasa,Duvvada
VZ141,09:00,Marikavalasa,Duvvada
VZ141,10:00,Marikavalasa,Duvvada
VZ141,11:00,Marikavalasa,Duvvada
VZ141,12:00,Marikavalasa,Duvvada
VZ141,13:00,Marikavalasa,Duvvada
VZ141,14:00,Marikavalasa,Duvvada
VZ141,15:00,Marikavalasa,Duvvada
VZ141,16:00,Marikavalasa,Duvvada
VZ141,17:00,Marikavalasa,Duvvada
VZ141,18:00,Marikavalasa,Duvvada
VZ141,19:00,Marikavalasa,Duvvada
VZ141,20:00,Marikavalasa,Duvvada
VZ141,21:00,Marikavalasa,Duvvada
VZ141,22:00,Marikavalasa,Duvvada
VZ142,05:00,Yendada,Airport
VZ142,06:00,Yendada,Airport
VZ142,07:00,Yendada,Airport
VZ142,08:00,Yendada,Airport
VZ142,09:00,Yendada,Airport
VZ142,10:00,Yendada,Airport
VZ142,11:00,Yendada,Airport
VZ142,12:00,Yendada,Airport
VZ142,13:00,Yendada,Airport
VZ142,14:00,Yendada,Airport
VZ142,15:00,Yendada,Airport
VZ142,16:00,Yendada,Airport
VZ142,17:00,Yendada,Airport
VZ142,18:00,Yendada,Airport
VZ142,19:00,Yendada,Airport
VZ142,20:00,Yendada,Airport
VZ142,21:00,Yendada,Airport
VZ142,22:00,Yendada,Airport
VZ143,05:00,Lawsons Bay,Marikavalasa
VZ143,06:00,Lawsons Bay,Marikavalasa
VZ143,07:00,Lawsons Bay,Marikavalasa
VZ143,08:00,Lawsons Bay,Marikavalasa
VZ143,09:00,Lawsons Bay,Marikavalasa
VZ143,10:00,Lawsons Bay,Marikavalasa
VZ143,11:00,Lawsons Bay,Marikavalasa
VZ143,12:00,Lawsons Bay,Marikavalasa
VZ143,13:00,Lawsons Bay,Marikavalasa
VZ143,14:00,Lawsons Bay,Marikavalasa
VZ143,15:00,Lawsons Bay,Marikavalasa
VZ143,16:00,Lawsons Bay,Marikavalasa
VZ143,17:00,Lawsons Bay,Marikavalasa
VZ143,18:00,Lawsons Bay,Marikavalasa
VZ143,19:00,Lawsons Bay,Marikavalasa
VZ143,20:00,Lawsons Bay,Marikavalasa
VZ143,21:00,Lawsons Bay,Marikavalasa
VZ143,22:00,Lawsons Bay,Marikavalasa
VZ144,05:00,RTC Complex,RTC Complex
VZ144,06:00,RTC Complex,RTC Complex
VZ144,07:00,RTC Complex,RTC Complex
VZ144,08:00,RTC Complex,RTC Complex
VZ144,09:00,RTC Complex,RTC Complex
VZ144,10:00,RTC Complex,RTC Complex
VZ144,11:00,RTC Complex,RTC Complex
VZ144,12:00,RTC Complex,RTC Complex
VZ144,13:00,RTC Complex,RTC Complex
VZ144,14:00,RTC Complex,RTC Complex
VZ144,15:00,RTC Complex,RTC Complex
VZ144,16:00,RTC Complex,RTC Complex
VZ144,17:00,RTC Complex,RTC Complex
VZ144,18:00,RTC Complex,RTC Complex
VZ144,19:00,RTC Complex,RTC Complex
VZ144,20:00,RTC Complex,RTC Complex
VZ144,21:00,RTC Complex,RTC Complex
VZ144,22:00,RTC Complex,RTC Complex
VZ145,05:00,Railway Station,Jagadamba
VZ145,06:00,Railway Station,Jagadamba
VZ145,07:00,Railway Station,Jagadamba
VZ145,08:00,Railway Station,Jagadamba
VZ145,09:00,Railway Station,Jagadamba
VZ145,10:00,Railway Station,Jagadamba
VZ145,11:00,Railway Station,Jagadamba
VZ145,12:00,Railway Station,Jagadamba
VZ145,13:00,Railway Station,Jagadamba
VZ145,14:00,Railway Station,Jagadamba
VZ145,15:00,Railway Station,Jagadamba
VZ145,16:00,Railway Station,Jagadamba
VZ145,17:00,Railway Station,Jagadamba
VZ145,18:00,Railway Station,Jagadamba
VZ145,19:00,Railway Station,Jagadamba
VZ145,20:00,Railway Station,Jagadamba
VZ145,21:00,Railway Station,Jagadamba
VZ145,22:00,Railway Station,Jagadamba
VZ146,05:00,Old Post Office,PM Palem
VZ146,06:00,Old Post Office,PM Palem
VZ146,07:00,Old Post Office,PM Palem
VZ146,08:00,Old Post Office,PM Palem
VZ146,09:00,Old Post Office,PM Palem
VZ146,10:00,Old Post Office,PM Palem
VZ146,11:00,Old Post Office,PM Palem
VZ146,12:00,Old Post Office,PM Palem
VZ146,13:00,Old Post Office,PM Palem
VZ146,14:00,Old Post Office,PM Palem
VZ146,15:00,Old Post Office,PM Palem
VZ146,16:00,Old Post Office,PM Palem
VZ146,17:00,Old Post Office,PM Palem
VZ146,18:00,Old Post Office,PM Palem
VZ146,19:00,Old Post Office,PM Palem
VZ146,20:00,Old Post Office,PM Palem
VZ146,21:00,Old Post Office,PM Palem
VZ146,22:00,Old Post Office,PM Palem
VZ147,05:00,Jagadamba,Bheemili
VZ147,06:00,Jagadamba,Bheemili
VZ147,07:00,Jagadamba,Bheemili
VZ147,08:00,Jagadamba,Bheemili
VZ147,09:00,Jagadamba,Bheemili
VZ147,10:00,Jagadamba,Bheemili
VZ147,11:00,Jagadamba,Bheemili
VZ147,12:00,Jagadamba,Bheemili
VZ147,13:00,Jagadamba,Bheemili
VZ147,14:00,Jagadamba,Bheemili
VZ147,15:00,Jagadamba,Bheemili
VZ147,16:00,Jagadamba,Bheemili
VZ147,17:00,Jagadamba,Bheemili
VZ147,18:00,Jagadamba,Bheemili
VZ147,19:00,Jagadamba,Bheemili
VZ147,20:00,Jagadamba,Bheemili
VZ147,21:00,Jagadamba,Bheemili
VZ147,22:00,Jagadamba,Bheemili
VZ148,05:00,Maddilapalem,Simhachalam
VZ148,06:00,Maddilapalem,Simhachalam
VZ148,07:00,Maddilapalem,Simhachalam
VZ148,08:00,Maddilapalem,Simhachalam
VZ148,09:00,Maddilapalem,Simhachalam
VZ148,10:00,Maddilapalem,Simhachalam
VZ148,11:00,Maddilapalem,Simhachalam
VZ148,12:00,Maddilapalem,Simhachalam
VZ148,13:00,Maddilapalem,Simhachalam
VZ148,14:00,Maddilapalem,Simhachalam
VZ148,15:00,Maddilapalem,Simhachalam
VZ148,16:00,Maddilapalem,Simhachalam
VZ148,17:00,Maddilapalem,Simhachalam
VZ148,18:00,Maddilapalem,Simhachalam
VZ148,19:00,Maddilapalem,Simhachalam
VZ148,20:00,Maddilapalem,Simhachalam
VZ148,21:00,Maddilapalem,Simhachalam
VZ148,22:00,Maddilapalem,Simhachalam
VZ149,05:00,MVP Colony,Kancharapalem
VZ149,06:00,MVP Colony,Kancharapalem
VZ149,07:00,MVP Colony,Kancharapalem
VZ149,08:00,MVP Colony,Kancharapalem
VZ149,09:00,MVP Colony,Kancharapalem
VZ149,10:00,MVP Colony,Kancharapalem
VZ149,11:00,MVP Colony,Kancharapalem
VZ149,12:00,MVP Colony,Kancharapalem
VZ149,13:00,MVP Colony,Kancharapalem
VZ149,14:00,MVP Colony,Kancharapalem
VZ149,15:00,MVP Colony,Kancharapalem
VZ149,16:00,MVP Colony,Kancharapalem
VZ149,17:00,MVP Colony,Kancharapalem
VZ149,18:00,MVP Colony,Kancharapalem
VZ149,19:00,MVP Colony,Kancharapalem
VZ149,20:00,MVP Colony,Kancharapalem
VZ149,21:00,MVP Colony,Kancharapalem
VZ149,22:00,MVP Colony,Kancharapalem
VZ150,05:00,PM Palem,Seethammadhara
VZ150,06:00,PM Palem,Seethammadhara
VZ150,07:00,PM Palem,Seethammadhara
VZ150,08:00,PM Palem,Seethammadhara
VZ150,09:00,PM Palem,Seethammadhara
VZ150,10:00,PM Palem,Seethammadhara
VZ150,11:00,PM Palem,Seethammadhara
VZ150,12:00,PM Palem,Seethammadhara
VZ150,13:00,PM Palem,Seethammadhara
VZ150,14:00,PM Palem,Seethammadhara
VZ150,15:00,PM Palem,Seethammadhara
VZ150,16:00,PM Palem,Seethammadhara
VZ150,17:00,PM Palem,Seethammadhara
VZ150,18:00,PM Palem,Seethammadhara
VZ150,19:00,PM Palem,Seethammadhara
VZ150,20:00,PM Palem,Seethammadhara
VZ150,21:00,PM Palem,Seethammadhara
VZ150,22:00,PM Palem,Seethammadhara
